Time (s),x (cm),y (cm),theta (deg)
40.88,-8.5168365,-121.60455320000001,-204.4869182088054
40.89,-8.608686800000001,-121.78585210000001,-204.43684169751097
40.9,-8.6952782,-121.9676025,-204.36568033935575
40.91,-8.7664772,-122.14530029999999,-204.28002314898364
40.92,-8.826044499999998,-122.32642820000001,-204.23682213123084
40.93,-8.8877258,-122.51521,-204.20863260771037
40.94,-8.9580925,-122.70311279999999,-204.17076009745222
40.95,-9.046972700000001,-122.8927856,-204.11867823387485
40.96,-9.1332649,-123.0711548,-204.06802876478528
40.97,-9.2073944,-123.24573970000002,-203.9903356877655
40.98,-9.2703804,-123.4173462,-203.93527444365347
40.99,-9.329175600000001,-123.60196529999999,-203.86818108584364
41.0,-9.3980324,-123.79007570000002,-203.81810457454924
41.01,-9.4796585,-123.98359380000002,-203.7847584308726
41.02,-9.561599699999999,-124.17341310000002,-203.74218766669438
41.03,-9.6346527,-124.34816889999999,-203.6660415757215
41.04,-9.7009842,-124.51867680000001,-203.62914309371504
41.05,-9.7682289,-124.697168,-203.55081976312067
41.06,-9.8346069,-124.8725586,-203.48464313778305
41.07,-9.9114052,-125.06168210000001,-203.438405443716
41.08,-9.989506500000001,-125.256604,-203.38334419960393
41.09,-10.0608742,-125.44371340000001,-203.3321790684988
41.1,-10.1274284,-125.61311039999998,-203.2753989510013
41.11,-10.195577199999999,-125.7857056,-203.22606728484052
41.12,-10.266397099999999,-125.9635986,-203.16791206863473
41.13,-10.3433472,-126.1455322,-203.09875606276245
41.14,-10.4200775,-126.34196779999999,-203.0630607921258
41.15,-10.4855316,-126.5337891,-203.00375966032973
41.16,-10.5458832,-126.70989990000001,-202.94319802138443
41.17,-10.6150215,-126.880249,-202.90618494781899
41.18,-10.6808548,-127.0496704,-202.85960347907485
41.19,-10.765557099999999,-127.23156739999999,-202.82459575779234
41.2,-10.8421471,-127.4194214,-202.75962234382453
41.21,-10.9054794,-127.61408689999999,-202.7152181147019
41.22,-10.956751299999999,-127.79417720000001,-202.6535678559458
41.23,-11.016819,-127.9693481,-202.61546616256962
41.24,-11.0892181,-128.1416992,-202.56739500355812
41.25,-11.1695473,-128.31633300000001,-202.51771956272032
41.26,-11.252819800000001,-128.50356449999998,-202.46861707967759
41.27,-11.311821,-128.6875732,-202.40507606019756
41.28,-11.357904099999999,-128.8662964,-202.36554197233355
41.29,-11.406356,-129.0460449,-202.31512168636206
41.3,-11.4698563,-129.22854,-202.28635920504647
41.31,-11.5483025,-129.40908199999998,-202.23633998953156
41.32,-11.6339119,-129.5905151,-202.16443378624263
41.33,-11.7032661,-129.7747192,-202.08519372317605
41.34,-11.7575157,-129.9506226,-202.02348616864043
41.35,-11.8073547,-130.1328857,-201.98618661617743
41.36,-11.8604477,-130.3254395,-201.92677089282236
41.37,-11.9361931,-130.5172607,-201.88775246697392
41.38,-12.023111000000002,-130.7045898,-201.82123206695925
41.39,-12.100875900000002,-130.89189449999998,-201.73803859510625
41.4,-12.158809699999999,-131.0635376,-201.6549024190328
41.41,-12.211745500000001,-131.24285890000002,-201.6107273730282
41.42,-12.2672279,-131.43696289999997,-201.5670679890392
41.43,-12.3304832,-131.6326416,-201.51693418196524
41.44,-12.410038799999999,-131.8347534,-201.45906544465706
41.45,-12.483799,-132.02086179999998,-201.40572307393037
41.46,-12.5438034,-132.1908325,-201.32768622223355
41.47,-12.601935600000001,-132.3661865,-201.26815590731948
41.48,-12.661166399999999,-132.55131839999999,-201.21836587492263
41.49,-12.727533000000001,-132.74727779999998,-201.17556592762637
41.5,-12.7980354,-132.9503174,-201.1022273298496
41.51,-12.8658325,-133.1480225,-201.04934332535902
41.52,-12.924377400000001,-133.3276245,-200.9817343055336
41.53,-12.984033200000002,-133.4975464,-200.92724601921662
41.54,-13.0470139,-133.6738525,-200.87997700111833
41.55,-13.113147000000001,-133.86459960000002,-200.8307026307371
41.56,-13.1833847,-134.0651978,-200.7738079216806
41.57,-13.249049399999999,-134.2694458,-200.69966718299065
41.58,-13.3097961,-134.4660645,-200.64007957229708
41.59,-13.3706146,-134.6459595,-200.60002982241738
41.6,-13.438575700000001,-134.82248539999998,-200.55035438157958
41.61,-13.5092026,-135.0127075,-200.47947950232188
41.62,-13.580358899999998,-135.200415,-200.43765358327735
41.63,-13.642100500000002,-135.40361330000002,-200.36225233743815
41.64,-13.6839493,-135.5893311,-200.3129779670569
41.65,-13.7351013,-135.78106689999998,-200.27149582268942
41.66,-13.7900467,-135.9549927,-200.24382196118458
41.67,-13.857926899999999,-136.13725589999999,-200.19597998529116
41.68,-13.9331207,-136.3185181,-200.15002877012162
41.69,-13.998310900000002,-136.5176025,-200.06958549568535
41.7,-14.045817600000001,-136.7043823,-200.03635394356775
41.71,-14.090849299999999,-136.8929688,-199.97447450169358
41.72,-14.144940199999999,-137.0817505,-199.9621559090983
41.73,-14.207539399999998,-137.26926269999998,-199.91230858092192
41.74,-14.2793427,-137.4594971,-199.8523198997717
41.75,-14.346461499999998,-137.6435791,-199.77405386495684
41.76,-14.403143300000002,-137.8283691,-199.70237684478596
41.77,-14.452473399999999,-138.01627200000001,-199.64846151626418
41.78,-14.5010269,-138.2116333,-199.60640641410154
41.79,-14.557826200000003,-138.4136719,-199.5618875934199
41.8,-14.6294342,-138.6054565,-199.4972579541291
41.81,-14.6977692,-138.79140619999998,-199.44609282302397
41.82,-14.753183000000002,-138.9749512,-199.3561384491884
41.83,-14.8045532,-139.16076660000002,-199.28302903452968
41.84,-14.860173,-139.3546509,-199.24022908723347
41.85,-14.9134995,-139.5565552,-199.18109984277595
41.86,-14.976809699999999,-139.7609863,-199.14334192407682
41.87,-15.0429092,-139.956189,-199.07515994645624
41.88,-15.102436799999998,-140.1393921,-199.01517126530607
41.89,-15.1537979,-140.319397,-198.96383424686232
41.9,-15.2025375,-140.4993652,-198.88665683185818
41.91,-15.256210300000001,-140.7013062,-198.8346895598398
41.92,-15.319198600000002,-140.9046387,-198.76862752606124
41.93,-15.3806671,-141.1117676,-198.7196969303571
41.94,-15.435287500000001,-141.3088867,-198.6763813210452
41.95,-15.485072299999999,-141.4792358,-198.62498700682195
41.96,-15.541499299999998,-141.67252200000001,-198.56459725521518
41.97,-15.5975143,-141.85878910000002,-198.48931060093497
41.98,-15.655000300000001,-142.0555786,-198.44358856888357
41.99,-15.7151855,-142.2621582,-198.3920796631013
42.0,-15.7645355,-142.46701660000002,-198.33060129168373
42.01,-15.813424699999999,-142.65625,-198.30642247272925
42.02,-15.8641739,-142.83132319999999,-198.26310686341736
42.03,-15.920570399999999,-143.0265381,-198.1981334494495
42.04,-15.9780899,-143.2109009,-198.123820823421
42.05,-16.0431229,-143.4109985,-198.04062735156802
42.06,-16.0898392,-143.614624,-198.00991681374904
42.07,-16.130423,-143.81397710000002,-197.93732306110596
42.08,-16.1819183,-143.9957397,-197.9297600182102
42.09,-16.2375366,-144.1771606,-197.87217775979957
42.1,-16.302233899999997,-144.3657349,-197.806001134462
42.11,-16.3687012,-144.55876460000002,-197.73701701592822
42.12,-16.4117188,-144.7616821,-197.6494690648322
42.13,-16.4490189,-144.9497192,-197.62546213321625
42.14,-16.496112099999998,-145.1476074,-197.58117249565262
42.15,-16.5432983,-145.33321529999998,-197.53567964671927
42.16,-16.597876000000003,-145.4963745,-197.499583305626
42.17,-16.6471024,-145.6260498,-197.45414775247215
42.18,-16.6811417,-145.7173584,-197.4539185693541
42.19,-16.7007751,-145.7778198,-197.43650065238208
42.2,-16.711184699999997,-145.810144,-197.40292532558743
42.21,-16.7109879,-145.8151001,-197.38688250732378
42.22,-16.710876499999998,-145.8095825,-197.37318881602016
42.23,-16.7122665,-145.8064453,-197.37313152024063
42.24,-16.715649399999997,-145.80913089999999,-197.37490768940552
42.25,-16.7154922,-145.81922609999998,-197.36711546339174
42.26,-16.7175369,-145.83392329999998,-197.36144318121998
42.27,-16.723405500000002,-145.8456055,-197.3598388993936
42.28,-16.726387,-145.8505005,-197.35783354711063
42.29,-16.7274124,-145.8528076,-197.35049968733298
42.3,-16.724854999999998,-145.8563477,-197.33869675675328
42.31,-16.7280304,-145.85850829999998,-197.3449992924997
42.32,-16.7280701,-145.85958250000002,-197.35107264512808
42.33,-16.7292068,-145.8617432,-197.35525523703254
42.34,-16.727861,-145.85900880000003,-197.35204667337982
42.35,-16.7281555,-145.8568481,-197.34992672953783
42.36,-16.729771399999997,-145.85958250000002,-197.3556563074891
42.37,-16.7241104,-145.8533813,-197.35703140619745
42.38,-16.7294037,-145.85850829999998,-197.35571360326864
42.39,-16.7292984,-145.8611938,-197.3542239130013
42.4,-16.7276001,-145.85878910000002,-197.35256233539542
42.41,-16.7297791,-145.8584717,-197.35428120878083
42.42,-16.7262283,-145.8577637,-197.34436903892504
42.43,-16.728019699999997,-145.8577637,-197.34442633470456
42.44,-16.7262314,-145.8569214,-197.34792137725486
42.45,-16.7286957,-145.8581909,-197.34792137725486
42.46,-16.7288696,-145.858374,-197.34614520808995
42.47,-16.7282318,-145.85802,-197.34958295486075
42.48,-16.729638700000002,-145.8602051,-197.34952565908122
42.49,-16.7254807,-145.8551025,-197.3546822792374
42.5,-16.7273727,-145.8576538,-197.3503277999944
42.51,-16.7262878,-145.8562134,-197.35382284254473
42.52,-16.728741499999998,-145.86036380000002,-197.3445982220431
42.53,-16.7259537,-145.85850829999998,-197.3558854906072
42.54,-16.728315700000003,-145.8600952,-197.34746301101876
42.55,-16.7290222,-145.8602051,-197.3559427863867
42.56,-16.728135700000003,-145.8586182,-197.35966701205507
42.57,-16.7295883,-145.8600342,-197.3450565882792
42.58,-16.7281784,-145.8566284,-197.34580143341287
42.59,-16.7278595,-145.8571899,-197.34431174314557
42.6,-16.7275589,-145.8584717,-197.35428120878083
42.61,-16.728569,-145.8614746,-197.3493537717427
42.62,-16.728878799999997,-145.859375,-197.35067157467154
42.63,-16.7267914,-145.8562134,-197.35319258897007
42.64,-16.7291031,-145.860437,-197.35525523703254
42.65,-16.727920500000003,-145.8568726,-197.35365095520618
42.66,-16.7306396,-145.8602295,-197.3592659415985
42.67,-16.729573100000003,-145.8635742,-197.3730742244611
42.68,-16.7343964,-145.87227779999998,-197.3945601417785
42.69,-16.7310776,-145.8728149,-197.42263507373994
42.7,-16.7311935,-145.87479249999998,-197.4916764880532
42.71,-16.7314529,-145.877478,-197.55848336696545
42.72,-16.7243851,-145.8756348,-197.62511835853917
42.73,-16.7220108,-145.876001,-197.7260162262617
42.74,-16.713884,-145.8804443,-197.82084074135585
42.75,-16.7023285,-145.8795654,-197.90174238202835
42.76,-16.6970352,-145.88092039999998,-198.03054329437373
42.77,-16.6895081,-145.8849976,-198.17395463049496
42.78,-16.6819016,-145.89384769999998,-198.31008940261808
42.79,-16.671319599999997,-145.8963501,-198.45332885140078
42.8,-16.661315899999998,-145.9013916,-198.61410080871445
42.81,-16.6509125,-145.90523679999998,-198.7482302285546
42.82,-16.641313200000003,-145.90826420000002,-198.90533525597945
42.83,-16.633256499999998,-145.9178101,-199.09108817316087
42.84,-16.6204514,-145.9225098,-199.29637895115624
42.85,-16.6059372,-145.927832,-199.49215862975245
42.86,-16.5946198,-145.9374268,-199.7148100289403
42.87,-16.5824738,-145.9390625,-199.94084187911943
42.88,-16.572984299999998,-145.9407349,-200.15048713635778
42.89,-16.5629791,-145.9388428,-200.38780625510094
42.9,-16.5520645,-145.9356445,-200.63996498073803
42.91,-16.5372742,-145.9370483,-200.89447283333516
42.92,-16.524920700000003,-145.9425537,-201.17333139222535
42.93,-16.5113373,-145.94868160000001,-201.45809141640535
42.94,-16.4983276,-145.9563354,-201.77224417547558
42.95,-16.4856247,-145.96491699999999,-202.07201569388806
42.96,-16.474556,-145.97172849999998,-202.3903510448627
42.97,-16.4593475,-145.9804321,-202.6965396905806
42.98,-16.4402023,-145.9901245,-203.02071921106568
42.99,-16.423989900000002,-146.00002439999997,-203.35813405661818
43.0,-16.401767,-146.0129272,-203.71674834059058
43.01,-16.3823669,-146.0257935,-204.0925513584169
43.02,-16.3625458,-146.0416626,-204.44423285306817
43.03,-16.3420761,-146.05635990000002,-204.81235823643974
43.04,-16.327447499999998,-146.06832279999998,-205.20873043911124
43.05,-16.3045822,-146.0712036,-205.6028108106022
43.06,-16.285638400000003,-146.0702271,-205.99465664669216
43.07,-16.266958600000002,-146.0708862,-206.42248423231638
43.08,-16.254006999999998,-146.0815308,-206.834727365913
43.09,-16.2376526,-146.0974731,-207.27063365644855
43.1,-16.2181046,-146.1106323,-207.74349572476999
43.11,-16.1937988,-146.1233154,-208.22529593469548
43.12,-16.1640564,-146.14165039999997,-208.6934597490969
43.13,-16.1344162,-146.15883789999998,-209.1739421560936
43.14,-16.110948200000003,-146.1814941,-209.65614343647573
43.15,-16.0888138,-146.1961304,-210.16223705691476
43.16,-16.070616100000002,-146.201001,-210.67847203032764
43.17,-16.046978799999998,-146.20729980000002,-211.20398892002166
43.18,-16.0240829,-146.21251220000002,-211.74680913512856
43.19,-16.0004028,-146.2275024,-212.27312816573576
43.2,-15.979234299999998,-146.2453125,-212.83055880461853
43.21,-15.9581314,-146.2648193,-213.3708007096474
43.22,-15.9308289,-146.28779300000002,-213.93716949013418
43.23,-15.902754199999999,-146.3136963,-214.477182212045
43.24,-15.879896499999997,-146.3352539,-215.05827600786668
43.25,-15.8490295,-146.3482056,-215.66624152428
43.26,-15.8241104,-146.35688480000002,-216.28967690116184
43.27,-15.7997559,-146.3697144,-216.92554546219804
43.28,-15.7721024,-146.3884644,-217.5700656859407
43.29,-15.7502258,-146.4083374,-218.20031926058456
43.3,-15.722048999999998,-146.43848880000002,-218.89050422059918
43.31,-15.6897964,-146.4731323,-219.52562793650168
43.32,-15.660334800000001,-146.50625,-220.19770743019015
43.33,-15.639996299999998,-146.5288452,-220.90576867341284
43.34,-15.6110748,-146.5386108,-221.6126267052657
43.35,-15.579817199999999,-146.556897,-222.3224068218738
43.36,-15.5571823,-146.5753418,-223.04737032005286
43.37,-15.5315338,-146.610498,-223.7956532004937
43.38,-15.494923400000001,-146.6482422,-224.5018236829924
43.39,-15.466854900000001,-146.68802490000002,-225.2896406512973
43.4,-15.442451499999999,-146.7176392,-226.07774409849975
43.41,-15.4060791,-146.7360596,-226.8558780800669
43.42,-15.382363899999998,-146.7531006,-227.65681578188028
43.43,-15.362548799999999,-146.7831665,-228.4320849744718
43.44,-15.329676799999998,-146.823584,-229.24092949385798
43.45,-15.300993300000002,-146.8644409,-230.06020184511556
43.46,-15.2684311,-146.8994995,-230.8907041691577
43.47,-15.237037699999998,-146.9269287,-231.7509430027671
43.48,-15.2058289,-146.9502319,-232.60264476522906
43.49,-15.1815857,-146.9806152,-233.42208900382516
43.5,-15.1582245,-147.01791989999998,-234.29516209204553
43.51,-15.1238129,-147.0678101,-235.14772329120012
43.52,-15.1002502,-147.1090576,-236.0532830864044
43.53,-15.0642593,-147.14041749999998,-236.93369003440253
43.54,-15.0349167,-147.1692139,-237.82618639187777
43.55,-15.0147446,-147.1998901,-238.7311732292869
43.56,-14.9879684,-147.25563960000002,-239.6310034465398
43.57,-14.965605199999999,-147.31151119999998,-240.5381675235705
43.58,-14.936305200000001,-147.3468628,-241.44538889638062
43.59,-14.913952599999998,-147.3839111,-242.4123124714434
43.6,-14.889193700000002,-147.4200439,-243.34302511385394
43.61,-14.877267499999999,-147.4680542,-244.27001353059612
43.62,-14.8529999,-147.5313232,-245.18256341090094
43.63,-14.837016299999998,-147.5785278,-246.1088069825094
43.64,-14.8096542,-147.61604,-247.04175416032095
43.65,-14.792312599999999,-147.6588745,-248.00386488990458
43.66,-14.7771942,-147.6981201,-248.91618558709146
43.67,-14.762939499999998,-147.7533936,-249.8462106801478
43.68,-14.7463684,-147.8153931,-250.7628858565776
43.69,-14.728057900000001,-147.86011960000002,-251.68655111810799
43.7,-14.706427,-147.9007935,-252.63164500117628
43.71,-14.6893555,-147.94354249999998,-253.5820100959598
43.72,-14.6827194,-147.9897217,-254.48888769409282
43.73,-14.675299099999998,-148.0530884,-255.41467289946524
43.74,-14.6646088,-148.1086426,-256.3387392314522
43.75,-14.6460648,-148.1543823,-257.2825153115917
43.76,-14.6316971,-148.19630130000002,-258.2325366316981
43.77,-14.626918,-148.24785160000002,-259.16072825981007
43.78,-14.6256104,-148.3028442,-260.0700122806827
43.79,-14.6220932,-148.361499,-261.01441861439685
43.8,-14.6110748,-148.4157593,-261.9554444971197
43.81,-14.6013443,-148.4619385,-262.8953817600318
43.82,-14.598379499999998,-148.51198730000002,-263.8454030801382
43.83,-14.607254000000001,-148.5623779,-264.7562340870577
43.84,-14.6067596,-148.6249512,-265.6711903901021
43.85,-14.604969800000001,-148.67825929999998,-266.6154248364777
43.86,-14.5935318,-148.7319702,-267.57180598811004
43.87,-14.598611499999999,-148.7792114,-268.47742307909385
43.88,-14.611187699999999,-148.8248657,-269.41037025690537
43.89,-14.622023000000002,-148.87677000000002,-270.34417687140956
43.9,-14.627818300000001,-148.9439453,-271.2738581897888
43.91,-14.616038500000002,-148.9885742,-272.20474271953793
43.92,-14.617941299999998,-149.0399536,-273.1348251083737
43.93,-14.6254288,-149.0913696,-274.09172192202175
43.94,-14.640475499999999,-149.1369751,-274.99115106881817
43.95,-14.648053,-149.2007446,-275.9506261925442
43.96,-14.6485626,-149.25173339999998,-276.8772708346093
43.97,-14.649736,-149.30117189999999,-277.77624161516957
43.98,-14.6564789,-149.3586914,-278.71400163846016
43.99,-14.678389,-149.401355,-279.6377814915496
44.0,-14.7017212,-149.447583,-280.58213052948423
44.01,-14.703743,-149.5122925,-281.5210364683651
44.02,-14.7059631,-149.5580933,-282.4299767145606
44.03,-14.7170715,-149.612439,-283.36406980796244
44.04,-14.729531900000001,-149.65944819999999,-284.3135181702737
44.05,-14.7625381,-149.70318600000002,-285.2253232054449
44.06,-14.782658399999999,-149.7595703,-286.1688128066868
44.07,-14.790425099999998,-149.81483150000003,-287.0959731107675
44.08,-14.7975784,-149.8620728,-288.0188935271642
44.09,-14.8128616,-149.9146606,-288.95493467706945
44.1,-14.841014099999999,-149.9560913,-289.88352737563804
44.11,-14.870384199999998,-150.0036499,-290.80226520013025
44.12,-14.892012,-150.055603,-291.7672980144691
44.13,-14.899110400000001,-150.1133057,-292.67474857039724
44.14,-14.9148987,-150.1612549,-293.6000181137541
44.15,-14.939044199999998,-150.20802,-294.54511199682236
44.16,-14.9706299,-150.24279789999997,-295.4656832862591
44.17,-15.002560400000002,-150.2932739,-296.41226685959464
44.18,-15.0206299,-150.3496094,-297.3404011919272
44.19,-15.029492199999998,-150.3983643,-298.2329548451819
44.2,-15.0593155,-150.4466553,-299.16979813600034
44.21,-15.0995071,-150.4810181,-300.0974741020966
44.22,-15.135420200000002,-150.52176509999998,-301.0358070831824
44.23,-15.1602875,-150.57463380000002,-301.9789529097472
44.24,-15.1728912,-150.6303711,-302.85987551976086
44.25,-15.204103100000001,-150.6743774,-303.7744307523487
44.26,-15.244195600000001,-150.7093384,-304.73035353774503
44.27,-15.282623300000001,-150.7420776,-305.66811356103557
44.28,-15.3199188,-150.784436,-306.60272231645297
44.29,-15.338540600000002,-150.83240970000003,-307.53647163517763
44.3,-15.3659882,-150.8810547,-308.42999931668425
44.31,-15.405067399999998,-150.92261960000002,-309.3643788889835
44.32,-15.449073799999999,-150.9536987,-310.29365913690623
44.33,-15.490741,-150.9852295,-311.24866518983026
44.34,-15.5225708,-151.0304443,-312.16889270458995
44.35,-15.548194899999999,-151.0810547,-313.07216066861366
44.36,-15.581980900000001,-151.1291138,-313.98797640835073
44.37,-15.6244659,-151.1545288,-314.93232544628535
44.38,-15.669958500000002,-151.1826538,-315.8649861451993
44.39,-15.7172272,-151.20966800000002,-316.7978760272313
44.4,-15.7440155,-151.26149900000001,-317.7101394286386
44.41,-15.7731979,-151.3038574,-318.6414823246238
44.42,-15.818440200000001,-151.33901369999998,-319.5516830779686
44.43,-15.868270900000002,-151.3653076,-320.5019335811931
44.44,-15.915913399999999,-151.382251,-321.42714582877034
44.45,-15.957978799999998,-151.4221069,-322.3685727819498
44.46,-15.989228799999998,-151.4656372,-323.2645068861959
44.47,-16.030017100000002,-151.5041016,-324.1888024013009
44.48,-16.0717255,-151.5253418,-325.1285677768745
44.49,-16.119249,-151.54250489999998,-326.05062875657853
44.5,-16.1760452,-151.5691284,-326.96833525703954
44.51,-16.214537,-151.6037842,-327.8698843476779
44.52,-16.2497635,-151.640332,-328.81474904762814
44.53,-16.2894745,-151.66522220000002,-329.73388794257704
44.54,-16.3405243,-151.685437,-330.6299366383821
44.55,-16.394339,-151.695874,-331.54850257553585
44.56,-16.4438965,-151.724353,-332.4690738649726
44.57,-16.4858963,-151.7611572,-333.36105456043225
44.58,-16.524205000000002,-151.7856567,-334.2749222436659
44.59,-16.5780685,-151.8029419,-335.202139843526
44.6,-16.631033300000002,-151.8215088,-336.1371496694
44.61,-16.6857483,-151.82589109999998,-337.023801857365
44.62,-16.7349701,-151.8568237,-337.8886243533355
44.63,-16.7727921,-151.8875366,-338.77957372476385
44.64,-16.820639,-151.9009766,-339.6736743640655
44.65,-16.876391599999998,-151.9161743,-340.580150891742
44.66,-16.9268799,-151.9214722,-341.51905683062296
44.67,-16.976593,-151.931543,-342.4078862582093
44.68,-17.0209335,-151.959314,-343.2312266098123
44.69,-17.072177099999998,-151.9747314,-344.01549123978737
44.7,-17.1218353,-151.98123779999997,-344.8956690046674
44.71,-17.180024699999997,-151.9865601,-345.7861600098597
44.72,-17.230632,-151.9866211,-346.6725257189271
44.73,-17.2777679,-152.0112915,-347.34563653664685
44.74,-17.3267075,-152.0332886,-348.0304356933872
44.75,-17.3813568,-152.0387695,-348.6942645948257
44.76,-17.4369675,-152.0424072,-349.35144718584075
44.77,-17.4819626,-152.0373169,-350.3281683392003
44.78,-17.5349487,-152.0467651,-350.47215263311665
44.79,-17.5861389,-152.05782470000003,-350.09233891072444
44.8,-17.626864599999998,-152.0715454,-350.0548101751434
44.81,-17.6845581,-152.0690186,-348.1303022370784
44.82,-17.7425095,-152.06328119999998,-345.34561276118365
44.83,-17.7866196,-152.061438,-339.84905674515505
44.84,-17.841575600000002,-152.0799072,-311.6442352515886
44.85,-17.893508899999997,-152.0868774,-161.90154360680944
44.86,-17.939614900000002,-152.0895996,193.56193085858945
44.87,-17.9996979,-152.0737305,314.78541906761376
44.88,-18.0472031,-152.0702637,343.3693094384389
44.89,-18.092108200000002,-152.06978759999998,348.7678323757205
44.9,-18.1459488,-152.0723755,350.5106553969494
44.91,-18.194970700000002,-152.0715088,351.48989756460753
44.92,-18.25215,-152.06956789999998,351.40550088138474
44.93,-18.3035538,-152.0494873,351.42687220714316
44.94,-18.3414719,-152.0441772,350.93670681340876
44.95,-18.398689299999997,-152.039624,350.20933689249017
44.96,-18.451823400000002,-152.0375977,349.34629056568457
44.97,-18.4997345,-152.0300537,348.61909253210456
44.98,-18.5559357,-152.01445310000003,347.81878508386586
44.99,-18.593837,-152.00373539999998,347.15295083014433
45.0,-18.6457153,-152.0001709,346.24601593623174
45.01,-18.7025772,-151.99317630000002,345.3043597999342
45.02,-18.7509872,-151.98260499999998,344.4095716112784
45.03,-18.7981705,-151.9651733,343.54234269256835
45.04,-18.8407928,-151.9393799,342.6578677442249
45.05,-18.881866499999997,-151.9288452,341.7837060361939
45.06,-18.939451599999998,-151.92769779999998,340.85322257690143
45.07,-18.9925735,-151.91217039999998,339.9205045822079
45.08,-19.038800000000002,-151.89545900000002,339.0435353809807
45.09,-19.089325,-151.8688354,338.1078953015321
45.1,-19.131352200000002,-151.8491577,337.1980383228643
45.11,-19.1725677,-151.8422974,336.2936244432503
45.12,-19.2260529,-151.8206909,335.3471554614737
45.13,-19.273085000000002,-151.803064,334.4505911036529
45.14,-19.3181549,-151.7707275,333.53586398372664
45.15,-19.365036,-151.7422607,332.60538052443417
45.16,-19.401561,-151.7243042,331.68652810838284
45.17,-19.4473343,-151.7019287,330.7521485360835
45.18,-19.503294399999998,-151.68226320000002,329.81839921735883
45.19,-19.546743799999998,-151.6583618,328.90934437960425
45.2,-19.5895996,-151.6219971,327.9809235683743
45.21,-19.6278793,-151.5922119,327.0704363361319
45.22,-19.6615906,-151.5726807,326.15083907494693
45.23,-19.715661599999997,-151.5451538,325.20035938860434
45.24,-19.7643936,-151.520874,324.29038781837755
45.25,-19.7999146,-151.4795288,323.38580205142506
45.26,-19.8358597,-151.4361328,322.43921847808946
45.27,-19.874806200000002,-151.4210327,321.53480459847543
45.28,-19.916626,-151.38941649999998,320.57756401015035
45.29,-19.9575211,-151.3621582,319.6693686090885
45.3,-20.0050201,-151.3312256,318.7733199132834
45.31,-20.040545700000003,-151.2859985,317.83332535459175
45.32,-20.065969799999998,-151.25018310000002,316.9095455015023
45.33,-20.1006058,-151.22272949999999,315.9875991133573
45.34,-20.1499084,-151.1913086,315.05052663942087
45.35,-20.1875183,-151.157605,314.12285067332454
45.36,-20.2205353,-151.1157959,313.2203275544345
45.37,-20.2508621,-151.0706665,312.28835440487467
45.38,-20.2800446,-151.0418701,311.3548915650475
45.39,-20.3181366,-151.008728,310.4122614004983
45.4,-20.3614014,-150.9694092,309.48189253276485
45.41,-20.394433600000003,-150.9280273,308.5942663165482
45.42,-20.4197662,-150.874646,307.6566781805961
45.43,-20.4439697,-150.8360352,306.7057401280175
45.44,-20.4736389,-150.80920410000002,305.8033316006865
45.45,-20.5054565,-150.75809329999998,304.8491276886756
45.46,-20.5351654,-150.7145996,303.9639078951984
45.47,-20.5649628,-150.6688477,303.0408155914632
45.48,-20.5840378,-150.6188843,302.0882732570582
45.49,-20.6098892,-150.58817140000002,301.1750931231787
45.5,-20.6422607,-150.5509888,300.2414011002335
45.51,-20.6673157,-150.5003784,299.32518429003983
45.52,-20.6980942,-150.4520874,298.40031581713964
45.53,-20.7198776,-150.405542,297.4812915137498
45.54,-20.7406219,-150.362439,296.5375727293898
45.55,-20.7568466,-150.327771,295.6195224542517
45.56,-20.7889999,-150.2784424,294.6890389949592
45.57,-20.801620500000002,-150.2228394,293.7766037062134
45.58,-20.8308273,-150.1765747,292.855172980084
45.59,-20.8355515,-150.12001949999998,291.9186161681632
45.6,-20.8600067,-150.0928589,290.9875597510756
45.61,-20.8790466,-150.0438721,290.0483673332971
45.62,-20.8969742,-149.9890747,289.12183728279103
45.63,-20.9226135,-149.9432861,288.1869993442557
45.64,-20.9247787,-149.87578119999998,287.2645945898745
45.65,-20.946508799999997,-149.8391846,286.314229495091
45.66,-20.9580444,-149.8017456,285.37646947180036
45.67,-20.9773438,-149.75108640000002,284.4414596459264
45.68,-20.9851562,-149.6950439,283.5577868384961
45.69,-20.991349800000002,-149.63630369999998,282.6274179707627
45.7,-21.006127900000003,-149.5822632,281.6795738902778
45.71,-21.011937000000003,-149.5509644,280.73837612021634
45.72,-21.0250153,-149.50120850000002,279.8040538436965
45.73,-21.035081499999997,-149.444458,278.8689294262635
45.74,-21.039720199999998,-149.3861694,277.97826653373266
45.75,-21.0413727,-149.3375,277.0431421162997
45.76,-21.0557816,-149.29064939999998,276.09449589490157
45.77,-21.0682846,-149.25882570000002,275.1669918161437
45.78,-21.0715866,-149.1977783,274.2440141039675
45.79,-21.074075299999997,-149.1433228,273.33083397008807
45.8,-21.075932299999998,-149.0916382,272.3935323130335
45.81,-21.0806885,-149.0432251,271.4702108261802
45.82,-21.087623599999997,-148.9976074,270.5357166623218
45.83,-21.0871155,-148.9512207,269.5783041866582
45.84,-21.0894531,-148.89406739999998,268.6879277730249
45.85,-21.0841904,-148.8346802,267.7789875268294
45.86,-21.0845322,-148.78704829999998,266.8141838956086
45.87,-21.0852066,-148.7430054,265.882898295403
45.88,-21.086772200000002,-148.692688,264.96553556961896
45.89,-21.0789169,-148.64163820000002,264.0442194350486
